Year.Week,Ticker,Fr..Mo,Tu..Th
2000.02,XLB,-0.19907895335608816,-0.7424400427772825
2000.03,XLB,-1.547885981308413,-1.5069392533666817
2000.04,XLB,-1.104810101010099,-0.4518963031169673
2000.05,XLB,-1.1453005235602074,0.17861134310343096
2000.06,XLB,-1.0326323761031548,-1.020416870748298
2000.07,XLB,-0.4210527450415818,0.5661714206722049
2000.08,XLB,0.0,-1.5541552749679617
2000.09,XLB,-0.656934306569343,-1.2820512820512822
2000.1,XLB,0.38461538461538464,-0.4325797455470723
2000.11,XLB,1.198777772877542,3.4239677744209467
2000.12,XLB,-1.1986432876712307,0.5380208233450251
2000.13,XLB,-0.4488817679558032,0.952371777669621
2000.14,XLB,1.5921539295392935,-0.766040165795956
2000.15,XLB,0.4032258064516129,0.7111111111111111
2000.16,XLB,-2.6762402088772848,-0.2298850574712644
2000.17,XLB,0.10417999999999791,-0.6468004746791068
2000.18,XLB,0.318007546208555,0.8192973782771521
2000.19,XLB,-0.3084435103205545,0.6206808275862082
2000.2,XLB,1.0494377813027116,-0.5305039787798408
2000.21,XLB,-0.1347708894878706,-1.8018018018018018
2000.22,XLB,-0.2500137142857121,-0.19143341003380912
2000.23,XLB,0.3971258862789439,-0.7163323782234957
2000.24,XLB,0.21961932650073207,-0.09718172983479106
2000.25,XLB,-1.608187134502924,-0.7552870090634441
2000.26,XLB,-1.1205712519319915,0.6324112591667379
2000.27,XLB,0.11638420844959894,-0.7223942208462333
2000.28,XLB,0.47468354430379744,1.9853709508881925
2000.29,XLB,-1.7751479289940828,-0.7668711656441718
2000.3,XLB,0.3139717425431711,-0.26001040041601664
2000.31,XLB,-0.15723270440251572,0.6046368033648775
2000.32,XLB,0.5034706480768971,0.3323010224948891
2000.33,XLB,1.0250718250778874,0.27282698412698264
2000.34,XLB,-1.1439252846735704,-0.4279863041289038
2000.35,XLB,-0.344314512458473,-0.02569039548022445
2000.36,XLB,0.5011714668078953,-1.0687022900763359
2000.37,XLB,-1.1829652996845426,-0.9693053311793215
2000.38,XLB,-1.2479201331114809,-1.422070534698521
2000.39,XLB,-0.2228335115864501,0.5073228840453465
2000.4,XLB,0.08818342151675485,1.8192488262910798
2000.41,XLB,-0.2921375626043431,-1.3154315378177617
2000.42,XLB,-1.1800867132867106,0.02985330778603538
2000.43,XLB,-0.31304186046511895,1.7101589048595702
2000.44,XLB,3.767123287671233,-0.2653927813163482
2000.45,XLB,0.12036982343499439,0.2935785263417284
2000.46,XLB,-0.5158577777777802,-0.5613573251313434
2000.47,XLB,-0.6117298531810791,-0.30279054533038424
2000.48,XLB,0.6666666666666666,0.46599824561403674
2000.49,XLB,4.420130492562941,-1.4903129657228018
2000.5,XLB,0.858034321372855,-0.20449897750511248
2000.51,XLB,-1.2345679012345678,0.949367088607595
2000.52,XLB,2.42309169230769,0.855945369026887
2001.01,XLB,-1.9313304721030042,1.3144746031746046
2001.02,XLB,-0.8947610190323796,-1.943634596695821
