Date,Open,High,Low,Close,Adj Close,Volume
2018-06-19,49.700001,50.060001,49.580002,49.959999,49.457355,16600
2018-06-20,50.450001,50.889000,50.450001,50.580002,50.071121,190000
2018-06-21,50.770000,50.849998,50.200001,50.270000,49.764236,428700
2018-06-22,50.590000,50.610001,50.189999,50.490002,49.982029,181500
2018-06-25,50.230000,50.230000,49.014999,49.450001,48.952496,2509600
2018-06-26,49.720001,49.779999,49.349998,49.532001,49.033669,104000
2018-06-27,49.820000,50.000000,49.099998,49.099998,48.606010,144900
2018-06-28,49.099998,49.790001,48.970001,49.590000,49.091084,336500
2018-06-29,49.799999,49.840000,49.419998,49.529999,49.031685,152300
2018-07-02,49.110001,49.840000,48.939999,49.840000,49.338570,321300
2018-07-03,50.000000,50.000000,49.188999,49.230000,48.734703,97500
2018-07-05,49.590000,50.000000,49.330002,49.980000,49.477158,324900
2018-07-06,50.139999,50.816002,49.930000,50.770000,50.259209,199800
2018-07-09,51.200001,51.200001,50.650002,51.060001,50.546295,118100
2018-07-10,51.209999,51.209999,50.869999,51.039001,50.525505,1153200
2018-07-11,50.700001,51.230000,50.650002,50.970001,50.457199,227500
2018-07-12,51.299999,51.770000,51.139999,51.770000,51.249153,361400
2018-07-13,51.779999,51.799999,51.449001,51.689999,51.169952,80100
2018-07-16,51.779999,51.779999,51.450001,51.540001,51.021465,200700
2018-07-17,50.810001,51.680000,50.720001,51.549999,51.031361,172600
2018-07-18,51.590000,51.599998,51.230000,51.400002,50.882874,147800
2018-07-19,51.430000,51.470001,51.006001,51.040001,50.526493,258400
2018-07-20,51.049999,51.186001,50.840000,50.869999,50.358200,158400
2018-07-23,50.930000,51.099998,50.650002,51.080002,50.566090,94800
2018-07-24,52.110001,52.110001,51.160000,51.439999,50.922466,211200
2018-07-25,51.529999,51.875000,51.380001,51.810001,51.288750,604300
2018-07-26,49.750000,50.020000,49.570000,49.855999,49.354404,833400
2018-07-27,49.770000,49.830002,48.638000,48.910000,48.417923,1111200
2018-07-30,49.020000,49.020000,47.868999,48.139999,47.655666,251300
2018-07-31,48.369999,48.770000,48.139999,48.459999,47.972450,1211400
2018-08-01,48.560001,48.778999,48.118999,48.259998,47.774464,1250400
2018-08-02,48.090000,48.660000,47.900002,48.580002,48.091244,190700
2018-08-03,48.090000,48.930000,48.090000,48.910000,48.417923,117200
2018-08-06,48.910000,49.410000,48.820000,49.400002,48.902996,110200
2018-08-07,49.680000,49.799000,49.419998,49.459999,48.962387,128800
2018-08-08,49.549999,49.599998,49.358002,49.419998,48.922794,114200
2018-08-09,49.459999,49.884998,49.459999,49.689999,49.190075,306400
2018-08-10,49.529999,49.529999,49.150002,49.270000,48.774303,177600
2018-08-13,49.330002,49.610001,49.169998,49.200001,48.705006,261000
2018-08-14,49.439999,49.630001,49.110001,49.549999,49.051487,189800
2018-08-15,49.240002,49.299999,48.490002,48.860001,48.368427,555100
2018-08-16,49.189999,49.235001,48.759998,48.840000,48.348625,177600
2018-08-17,48.660000,48.810001,48.400002,48.610001,48.120941,226900
2018-08-20,48.849998,48.849998,48.370998,48.689999,48.200138,145800
2018-08-21,48.950001,49.230000,48.810001,48.990002,48.497116,384900
2018-08-22,48.849998,49.029999,48.750000,48.930000,48.437725,501900
2018-08-23,48.880001,49.169998,48.720001,48.730000,48.239735,283700
2018-08-24,48.959999,49.439999,48.880001,49.439999,48.942589,330900
2018-08-27,49.750000,50.019001,49.660999,49.919998,49.417763,299200
2018-08-28,50.060001,50.060001,49.631001,49.700001,49.199974,150200
2018-08-29,49.830002,50.020000,49.669998,49.980000,49.477158,270900
2018-08-30,49.810001,50.035000,49.480000,49.669998,49.170277,344400
2018-08-31,49.619999,49.619999,49.042000,49.180000,48.685207,235000
2018-09-04,49.049999,49.049999,48.400002,48.570000,48.081345,343700
2018-09-05,48.520000,48.520000,47.759998,47.939999,47.457684,773600
2018-09-06,47.910000,47.980000,47.169998,47.580002,47.101307,599600
2018-09-07,47.279999,47.950001,47.230000,47.680000,47.200302,755700
2018-09-10,47.980000,47.980000,47.558998,47.779999,47.299290,310900
2018-09-11,47.720001,48.360001,47.660000,48.259998,47.774464,615700
2018-09-12,48.130001,48.250000,47.849998,48.119999,47.635872,713300
2018-09-13,48.310001,48.520000,48.209999,48.459999,47.972450,754500
2018-09-14,48.639999,48.639999,48.250000,48.369999,47.883354,1190800
2018-09-17,48.419998,48.419998,47.860001,47.900002,47.418087,810800
2018-09-18,47.950001,48.410000,47.900002,48.240002,47.754665,430100
2018-09-19,48.290001,48.419998,47.990002,48.369999,47.883354,2385200
2018-09-20,48.770000,48.950001,48.520000,48.900002,48.408028,4411200
2018-09-21,49.020000,49.040001,48.419998,48.549999,48.191631,7974600
2018-09-24,48.209999,48.619999,48.009998,48.549999,48.191631,6769400
2018-09-25,48.540001,48.650002,48.250000,48.570000,48.211487,3994500
2018-09-26,48.650002,49.250000,48.599998,48.759998,48.400078,5688600
2018-09-27,49.060001,49.529999,48.889999,49.180000,48.816982,3649400
2018-09-28,49.070000,49.119999,48.798000,49.000000,48.638309,2306600
2018-10-01,49.169998,49.220001,48.570000,48.799999,48.439785,7636900
2018-10-02,48.770000,48.963001,48.580002,48.759998,48.400078,5823500
2018-10-03,49.029999,49.189999,48.849998,48.980000,48.618462,5146200
2018-10-04,48.930000,48.930000,47.869999,48.279999,47.923626,5292200
2018-10-05,48.349998,48.529999,47.480000,47.820000,47.467022,2648400
2018-10-08,47.599998,47.830002,47.009998,47.660000,47.308205,2170000
2018-10-09,47.660000,48.119999,47.570000,47.630001,47.278427,1991400
2018-10-10,47.529999,47.540001,45.709999,45.750000,45.412304,4050700
2018-10-11,45.660000,46.270000,44.930000,45.360001,45.025181,8840700
2018-10-12,46.439999,46.500000,45.590000,46.369999,46.027721,5877600
2018-10-15,46.209999,46.680000,46.000000,46.189999,45.849049,1576900
2018-10-16,46.689999,47.505001,46.610001,47.410000,47.060047,3707300
2018-10-17,47.740002,47.740002,47.110001,47.599998,47.248646,4571000
2018-10-18,47.490002,47.490002,46.376999,46.730000,46.385063,21297200
2018-10-19,47.000000,47.410000,46.540001,46.720001,46.375145,3544400
2018-10-22,46.990002,47.119999,46.509998,46.689999,46.345360,2711700
2018-10-23,46.029999,46.790001,45.638000,46.590000,46.246101,2779600
2018-10-24,46.580002,46.580002,44.320000,44.369999,44.042484,3552300
2018-10-25,45.169998,46.150002,45.169998,45.840000,45.501637,3391700
2018-10-26,44.430000,45.599998,44.040001,44.599998,44.270786,5229100
2018-10-29,45.299999,45.599998,43.070000,43.910000,43.585880,3491000
